Question,Answer
Who said the quote: 'You lookin' for someone?'?,Newman
Who said the quote: 'Coy? I'm not being coy.'?,Newman
"Who said the quote: 'Alright, go ahead and hit me, Seinfeld. I got witnesses.'?",Newman
Who said the quote: 'George?'?,Newman
Who said the quote: 'Help! Help!'?,Newman
Who said the quote: 'HELP! (Elaine enters.)'?,Newman
Who said the quote: 'They're gonna beat me up!'?,Newman
"Who said the quote: 'You wanna know what happened to Kramer? I'll tell you what happened to Kramer. He was ticked off. About the keys. Yeah, that's right - about the keys. Thought he got a bad rap.'?",Newman
Who said the quote: 'Yeah. From you.'?,Newman
Who said the quote: 'You heard me. So he packed it up and split for the coast. La-La Land. L.A.'?,Newman
Who said the quote: 'Kramer.'?,Newman
Who said the quote: 'Come on lets go. I got the helmet. Lets get the radar detector.'?,Newman
Who said the quote: 'We're making a trade. I'm giving him my motorcycle helmet - he's giving me his radar detector.'?,Newman
Who said the quote: 'Well my girlfriend had one.'?,Newman
Who said the quote: 'I HAD a girlfriend and she was pretty wild.'?,Newman
"Who said the quote: 'Nevertheless, ...'?",Newman
Who said the quote: 'Don't say anything.'?,Newman
Who said the quote: 'We had a deal. Are you reneging out of the deal? Are you reneging? That's a renege.'?,Newman
Who said the quote: 'Well you're reneging.'?,Newman
Who said the quote: 'All right give it to me. let go ...'?,Newman
Who said the quote: 'Thanks buddy. So long he he ...(exits)'?,Newman
Who said the quote: 'Use me for what?'?,Newman
"Who said the quote: 'Well, you'll never guess what happened to me today. I was uh, driving ( Jerry and Kramer turn away) home on the palisades parkway when I looked in the rear view mirror and what did I see? The fuzz. And it's funny because my new radar detector was on. I didn't hear a thing. Isn't that strange?'?",Newman
"Who said the quote: 'A radar detector, as I understand it, DETECTS RADAR! WITH A SERIES OF BEEPS AND FLASHING LIGHTS. But oddly, for some reason I didn't hear a thing except for the sound of a police siren.'?",Newman
Who said the quote: 'I WANT MY HELMET BACK! GIVE ME BACK MY HELMET AND YOU'RE GOING TO PAY FOR THAT TICKET.'?,Newman
Who said the quote: 'You gave me a defective detector. ... Jerry?'?,Newman
Who said the quote: 'Are you going to give me back that helmet or not?'?,Newman
"Who said the quote: 'No, but there's karma, Kramer.'?",Newman
Who said the quote: 'And one more thing. I'm not coming to your party. (exits)'?,Newman
"Who said the quote: 'Oh, he actually cooked on the stage?'?",Susan Ross
Who said the quote: 'What's the premise?'?,Susan Ross
"Who said the quote: 'Fine, it's good to see you.'?",Susan Ross
Who said the quote: 'Hello.'?,Susan Ross
"Who said the quote: 'Well, I, (phone rings)'?",Susan Ross
Who said the quote: 'Noooo... (Kramer throws up on Susan)'?,Susan Ross
"Who said the quote: 'Come on, are you ready? Let's go!'?",Newman
Who said the quote: 'What's the matter with you? I just talked to you fifteen minutes ago.'?,Newman
Who said the quote: 'The courthouse. You gotta go with me to the courthouse. I'm contesting a ticket today.'?,Newman
"Who said the quote: 'You gotta go with me. I mean, you-you're my alibi. You have to take the stand.'?",Newman
"Who said the quote: 'Well, let me remind you of something. You wouldn't be here if it wasn't for me and my helmet. I saved your life! You would be dead! Dead! You would cease to exist! You would be gone for the rest of eternity! You wouldn't even begin to comprehend what that means!!'?",Newman
"Who said the quote: 'Okay, you're all set? You got your story?'?",Newman
"Who said the quote: 'When the cop stopped me, I told him that I was rushing home because my friend was about to commit suicide.'?",Newman
"Who said the quote: 'Now, you're that firend. Now, all we need is a reason why you were going to commit suicide.'?",Newman
Who said the quote: 'No! That's no reason to kill yourself!'?,Newman
"Who said the quote: 'Every night I sleep in a really hot room, I don't want to kill myself.'?",Newman
"Who said the quote: 'No, no, no. That's not gonna work. Something else.'?",Newman
Who said the quote: 'Banker! So you're killing yourself because your dreams of becoming a banker have gone unfulfilled. You-you-you-you can't live without being a banker.'?,Newman
Who said the quote: 'You must be banker.'?,Newman
Who said the quote: 'I had gone up to Westchester. I go there every Tuesday. I do charity for the blind in my spare time for the Lighthouse. I was in the middle of a game of Parcheesi with an old blind man and I excused myself to call my friend as he was very depressed lately because he never became a banker.'?,Newman
"Who said the quote: 'You see, it'd been his lifelong dream to be a banker and he uh, just the day before he was turned down by another bank. I believe it was the Manufacturer's Hanover on Lexington and 40th Street. That was the third bank to turn him down so I was-I was a little concerned. I wanted to see how he was doing. Well, Your Honor, he was barely audible. But I distinctly recall him say...'?",Newman
"Who said the quote: 'So I sped home to save my friend's life and I was stopped for speeding. Yes, I admit I was speeding but it was to save a man's life. A close friend. An innocent person who wanted nothing more out of life than to love, to be loved and to be a banker.'?",Newman
Who said the quote: 'No sir. He did not. But only by thge grace of God. He's in the courtroom today'?,Newman
Who said the quote: 'Hey! Congratulations!'?,Susan Ross
Who said the quote: 'No.'?,Susan Ross
"Who said the quote: 'Oh, it was only vomit.'?",Susan Ross
"Who said the quote: 'Oh no-no, it's okay. *comment from transcriber yeah, she doesn't want to be paid, didn't she send the bill?*'?",Susan Ross
"Who said the quote: 'Well, it was eighteen dollars.'?",Susan Ross
Who said the quote: 'Yeah. Call me.'?,Susan Ross
Who said the quote: 'Bye.'?,Susan Ross
"Who said the quote: '(interrogating Kramer) Mister Kramer, you heard the testimony so far. Would you please tell the court in your own words what happened on the afternoon of September 10th?'?",Newman
Who said the quote: 'You know what I mean.'?,Newman
Who said the quote: 'And why was that?'?,Newman
"Who said the quote: 'All right, all right. Go ahead, go ahead.'?",Newman
Who said the quote: 'Okay.'?,Newman
Who said the quote: 'And that failure to become a banker was eating at you. Eating-eating-eating at you inside.'?,Newman
"Who said the quote: 'It was your family that pushed you into banking , it was their dream for you...'?",Newman
"Who said the quote: 'Your Honor, I'm only trying to establish Mister Kramer's fragile emotional state, my entire case depends on it.'?",Newman
"Who said the quote: 'As you were saying, Mister Kramer...'?",Newman
Who said the quote: 'You're telling how your parents pushed you into banking.'?,Newman
"Who said the quote: 'But you never became a banker, did you Mister Kramer? Why? Why did you fail?'?",Newman
Who said the quote: 'It was because you hated your father and you would do anything to displease him. Isn't THAT true?'?,Newman
"Who said the quote: 'Yuh, yes. I intend to Your Honor. And then, on the afternoon of September 10th, you received a phone call did you not?'?",Newman
"Who said the quote: 'Yes, a phone call!'?",Newman
Who said the quote: 'From me!'?,Newman
"Who said the quote: 'Yes, from me!! I called you remember?'?",Newman
"Who said the quote: 'Yes, I called you, you idiot! Because you were going to... You were going to... Remember?'?",Newman
Who said the quote: 'You were going to...'?,Newman
"Who said the quote: 'Yes, the banker!!!'?",Newman
"Who said the quote: 'A banker! A banker! Your Honor, Your Honor, Your Honor...'?",Newman
"Who said the quote: 'Your Honor, Mister Kramer's obviously very distraught.'?",Newman
Who said the quote: '(to Kramer) You shut up! (to judge) I demand a recess so I can take him outside and help him regain hius composure.'?,Newman
Who said the quote: '(Strangling Kramer) What's the matter with you? We had it all worked out!'?,Newman
Who said the quote: 'You're off your rocker.'?,Newman
Who said the quote: 'Crazy Joe Davola?'?,Newman
Who said the quote: 'Pilot? So what do you make for something like that? Fifty? Sixty thousand?'?,Newman
Who said the quote: 'Yeah.'?,Newman
Who said the quote: 'Deh!'?,Newman
"Who said the quote: 'Hey! What are you doing? It's after six o'clock! You can't give me a ticket! Hey, you're not gonna get away with this. I'll fight this. I got witnesses.'?",Newman
Who said the quote: 'And they liked the idea?'?,Helen Seinfeld
Who said the quote: 'What'ya got leather seats here?'?,Morty Seinfeld
Who said the quote: 'Since when is George a writer?'?,Helen Seinfeld
Who said the quote: 'This is so exciting. When are you going to sign the contract?'?,Helen Seinfeld
"Who said the quote: 'Jerry, I wanna tell you that meal was the worst.'?",Morty Seinfeld
Who said the quote: 'They give you that *Fish.*'?,Morty Seinfeld
Who said the quote: 'because she puts up such a big stink every time I have a piece of meat.'?,Morty Seinfeld
Who said the quote: 'What kind of problems?'?,Helen Seinfeld
Who said the quote: 'What? He's not even working.'?,Helen Seinfeld
Who said the quote: 'George is right. Those people will try to get away with murder. Believe me. They're all crooks.'?,Morty Seinfeld
"Who said the quote: 'Jerry, I want you to sign that contract.'?",Helen Seinfeld
Who said the quote: 'Yu - you're passing?'?,Susan Ross
Who said the quote: 'Are you and Jerry in complete agreement on this?'?,Susan Ross
"Who said the quote: 'Well be-because you know that, because this is your first show it's a pretty standard deal.'?",Susan Ross
Who said the quote: 'Yeah.'?,Susan Ross
Who said the quote: 'Ted Danson?'?,Susan Ross
"Who said the quote: 'Yeah, I know who he is. (laughs) You're not Ted Danson.'?",Susan Ross
"Who said the quote: 'All right, I'll tell Russell tomorrow.'?",Susan Ross
"Who said the quote: 'Oh, um, before I forget, . . . Cuban cigars. It's a present from my father.'?",Susan Ross
"Who said the quote: 'Yeah, I am sure he'd appreciated that.'?",Susan Ross
"Who said the quote: 'Ah, you're a writer. You'll think of something.'?",Susan Ross
Who said the quote: 'Were you waiting long at the gate?'?,Helen Seinfeld
Who said the quote: 'Where's that watch we bought you?'?,Helen Seinfeld
"Who said the quote: 'I got a guarantee on that watch. Give it to me, I'll take it back to where we got it.'?",Morty Seinfeld
Who said the quote: 'You send me the bill.'?,Morty Seinfeld
Who said the quote: 'That watch was a gift. You shouldn't have to pay for it.'?,Helen Seinfeld
"Who said the quote: 'Here, I got it.'?",Morty Seinfeld
"Who said the quote: 'No, no put it away . . .'?",Morty Seinfeld
Who said the quote: 'Stop it.'?,Morty Seinfeld
"Who said the quote: 'Yeah, yeah, you make money.'?",Morty Seinfeld
"Who said the quote: 'No, I don't think that.'?",Helen Seinfeld
Who said the quote: 'I'm paying.'?,Morty Seinfeld
Who said the quote: 'Get out of here.'?,Morty Seinfeld
"Who said the quote: 'Now Jerry please, do not do this to your father. Over my dead body Jerry. I'll tell you right now, you're not going to do it.'?",Morty Seinfeld
Who said the quote: 'Nothing nothing.'?,Morty Seinfeld
"Who said the quote: 'Morty, what are you doing?'?",Helen Seinfeld
"Who said the quote: 'All right, all right.'?",Morty Seinfeld
"Who said the quote: 'Hey, Mr. Kramer. Ha ha ha.'?",Morty Seinfeld
"Who said the quote: 'Ha, ha, ha Oh, What happened to you?'?",Helen Seinfeld
Who said the quote: 'What guy?'?,Helen Seinfeld
Who said the quote: 'Why?'?,Helen Seinfeld
"Who said the quote: 'Hey, these are very comfortable pants. You know what I paid for these Jerry?'?",Morty Seinfeld
Who said the quote: 'So why did you say anything?'?,Helen Seinfeld
Who said the quote: 'They're good around the house -- and they're good for outside.'?,Morty Seinfeld
Who said the quote: 'Are you okay?'?,Helen Seinfeld
Who said the quote: 'So what's the matter with this Devola guy?'?,Helen Seinfeld
Who said the quote: 'He's what?!'?,Helen Seinfeld
Who said the quote: 'He's after you?'?,Helen Seinfeld
Who said the quote: 'Why is he after you?'?,Helen Seinfeld
"Who said the quote: 'Morty, do you here this? Some crazy guy is after Jerry.'?",Helen Seinfeld
Who said the quote: 'I'll make a few phone calls.'?,Morty Seinfeld
Who said the quote: 'What are you worried about?'?,Morty Seinfeld
Who said the quote: 'I want to know what you did to this guy that he's after you.'?,Helen Seinfeld
Who said the quote: 'Well you must have done something.'?,Helen Seinfeld
Who said the quote: 'Doesn't like you? How could anyone not like you?'?,Helen Seinfeld
Who said the quote: 'Doesn't - doesn't like you? How could that be?'?,Helen Seinfeld
"Who said the quote: 'Huh, Jerry, don't say that.'?",Helen Seinfeld
"Who said the quote: 'No, it isn't! it's not true. You're a wonderful, wonderful boy. Everybody likes you. It's impossible not to like you. Impossible. Morty?'?",Helen Seinfeld
Who said the quote: 'Maybe some people don't like him. I could see that.'?,Morty Seinfeld
Who said the quote: 'Kramer?'?,Helen Seinfeld
Who said the quote: 'Bring me the receipt.'?,Morty Seinfeld
Who said the quote: 'What was that about?'?,Helen Seinfeld
Who said the quote: 'How can anyone not like him.'?,Helen Seinfeld
"Who said the quote: 'Hi, Morty Seinfeld. I have a two o'clock appointment.'?",Morty Seinfeld
Who said the quote: 'All this? This whole thing? It's going to take me forty-five minutes.'?,Morty Seinfeld
Who said the quote: 'Look at this. It's a book. Employer's address. Whydo they need this? You know I never had a back problem until that night I slept on the convertible sofa. (hu hu) My back was fine.'?,Morty Seinfeld
"Who said the quote: 'Well, it's not the sofa.'?",Helen Seinfeld
Who said the quote: 'You stick up for that sofa like I'm criticizing a person.'?,Morty Seinfeld
Who said the quote: 'We got it from Sullivan's. It's a good store.'?,Helen Seinfeld
Who said the quote: 'Well one day somebody's going to sleep on that thing and we'll get sued. I hope this doctor knows what he's doing.'?,Morty Seinfeld
Who said the quote: 'Leo says he's the best there is.'?,Helen Seinfeld
"Who said the quote: 'Leo, I'm listening to Leo now!'?",Morty Seinfeld
Who said the quote: 'Well you're lucky he was able to get you this appointment. You know what the waiting list is for this guy?'?,Helen Seinfeld
"Who said the quote: 'Well, if he fixes my back I'll be happy. . . . (back to the form) Have you ever had a sexually transmitted disease? That's IT! . . . Here, you got my name, you got my address. That's enough.'?",Morty Seinfeld
