Question,Answer
Who said the quote: 'Thats got nothin to do with it.'?,Jerry Seinfeld
"Who said the quote: 'What are you two talking about? Look, Elaine just wasnt the one.'?",Jerry Seinfeld
"Who said the quote: 'I dunno, maybe...'?",Jerry Seinfeld
"Who said the quote: 'I cant. Shell get upset. I never talk about other women with her, especially this one tonight.'?",Jerry Seinfeld
Who said the quote: 'Were friends.'?,Jerry Seinfeld
Who said the quote: 'Oh yeah.'?,Jerry Seinfeld
Who said the quote: 'I guess.'?,Jerry Seinfeld
Who said the quote: 'You mean stakeout the lobby?'?,Jerry Seinfeld
Who said the quote: 'Yknow what? This is not that bad an idea.'?,Jerry Seinfeld
Who said the quote: 'What does she look like?'?,George Costanza
Who said the quote: 'I dunno. Hard to say.'?,Jerry Seinfeld
Who said the quote: 'What actress does she remind you of?'?,George Costanza
Who said the quote: 'Loni Anderson.'?,Jerry Seinfeld
Who said the quote: 'Loni Anderson?!'?,George Costanza
"Who said the quote: 'What, theres something wrong with Loni Anderson? (pause) Hey listen, thanks again for running over here. I appreciate it.'?",Jerry Seinfeld
"Who said the quote: 'Yeah, sure. I was showing a condo on 48th street. Besides, you think I wanna miss this? (chuckles)'?",George Costanza
Who said the quote: 'Im a little nervous.'?,Jerry Seinfeld
"Who said the quote: 'Yeah, me too...'?",George Costanza
"Who said the quote: 'If I see her, what do I say that Im doing here in the building?'?",Jerry Seinfeld
Who said the quote: 'You came to see me. I work in the building.'?,George Costanza
Who said the quote: 'What do you do?'?,Jerry Seinfeld
Who said the quote: 'Im an architect.'?,George Costanza
Who said the quote: 'Youre an architect?'?,Jerry Seinfeld
Who said the quote: 'Im not?'?,George Costanza
Who said the quote: 'I dont see architecture comin from you.'?,Jerry Seinfeld
Who said the quote: '(somewhat annoyed) I suppose you could be an architect.'?,George Costanza
Who said the quote: 'I never said that I was the architect. Just somethin else.'?,Jerry Seinfeld
"Who said the quote: 'All right, shes not even gonna ask, if we see her, which is remote.'?",George Costanza
"Who said the quote: 'Well whaddaya want me to say, that I just wandered in here?'?",Jerry Seinfeld
Who said the quote: 'Were having lunch with a friend. He works in the building.'?,George Costanza
Who said the quote: 'What is his name?'?,Jerry Seinfeld
Who said the quote: 'Bert... Har... bin... son. Bert Har-bin-son.'?,George Costanza
Who said the quote: 'Bert Harbinson? It sounds made up.'?,Jerry Seinfeld
"Who said the quote: 'No good? All right, uh how about Art... Cor.....'?",George Costanza
Who said the quote: 'Art Cor...'?,Jerry Seinfeld
Who said the quote: '...velay.'?,George Costanza
Who said the quote: 'Corvelay?'?,Jerry Seinfeld
"Who said the quote: 'Yeah, right.'?",George Costanza
"Who said the quote: 'Well, what does he do?'?",Jerry Seinfeld
Who said the quote: 'Hes an importer.'?,George Costanza
"Who said the quote: 'Just imports, no exports?'?",Jerry Seinfeld
"Who said the quote: '(annoyed) Hes an importer/exporter, okay? (beat) Elaine ever call you back?'?",George Costanza
"Who said the quote: 'No, I guess shes still mad.'?",Jerry Seinfeld
"Who said the quote: 'I dont understand, you never talk to her about other women?'?",George Costanza
Who said the quote: 'Never. (The elevator door opens.) Wait a second. Thats her. On the right.'?,Jerry Seinfeld
Who said the quote: '(anxious) I forgot who I am! Who am I?!'?,George Costanza
Who said the quote: 'Youre you. Were having lunch with Art Corvelay.'?,Jerry Seinfeld
Who said the quote: 'Vandelay!'?,George Costanza
Who said the quote: 'Corvelay!'?,Jerry Seinfeld
Who said the quote: 'Let me be the architect! I can do it!'?,George Costanza
"Who said the quote: 'Hey, hey. uh Pamelas birthday party, didnt I see you there? Jerry.'?",Jerry Seinfeld
"Who said the quote: 'Uh, this is George. (reaches for her name) Im sorry...'?",Jerry Seinfeld
Who said the quote: 'Nice to meet you.'?,George Costanza
"Who said the quote: 'Ah, Sagman, Bennet, Robbins, Oppenheim and Taft.'?",Jerry Seinfeld
"Who said the quote: 'Oh, were meeting a friend of ours for lunch. He works here in the building.'?",Jerry Seinfeld
"Who said the quote: 'Yeah, Art Vandelay.'?",George Costanza
Who said the quote: '...And exporter.'?,George Costanza
Who said the quote: 'Hes an importer/exporter.'?,Jerry Seinfeld
"Who said the quote: '(clears his throat) Im, uh, Im an architect.'?",George Costanza
"Who said the quote: 'Uh, railroads, uh...'?",George Costanza
Who said the quote: 'They can...'?,George Costanza
Who said the quote: 'Yknow Im sorry you had to leave so early the other night.'?,Jerry Seinfeld
"Who said the quote: 'Oh, that guy was your cousin! (walking in front of George so he gets the picture to leave)'?",Jerry Seinfeld
Who said the quote: 'Friend!'?,Jerry Seinfeld
"Who said the quote: 'Ill just, uh, get a paper...'?",George Costanza
"Who said the quote: 'So, um, do you date uh immature men?'?",Jerry Seinfeld
"Who said the quote: '(annoyed) Ma, will you go already?'?",Jerry Seinfeld
Who said the quote: 'What are you doing?!'?,Jerry Seinfeld
"Who said the quote: 'You cant look in there, were playing!'?",Jerry Seinfeld
Who said the quote: 'Hi.'?,Cosmo Kramer
Who said the quote: 'Hi.'?,Jerry Seinfeld
Who said the quote: 'Hey Morty! (to Jerry) Salad dressing?'?,Cosmo Kramer
Who said the quote: 'Look.'?,Jerry Seinfeld
Who said the quote: 'Maybe!'?,Jerry Seinfeld
"Who said the quote: 'Ma, you cant look up words in the dictionary! (to Morty) Dad, shes cheating!'?",Jerry Seinfeld
Who said the quote: 'Quo? Thats not a word.'?,Cosmo Kramer
"Who said the quote: 'Well put something down, youre taking twenty minutes on this. So is Uncle Mac and Artie, theyre all coming over here before the wedding?'?",Jerry Seinfeld
Who said the quote: 'She said what?'?,Jerry Seinfeld
"Who said the quote: 'She knows! Oh, I am such a jackass.'?",Jerry Seinfeld
Who said the quote: 'She knows the whole stupid thing. Vanessa and the elevator...'?,Jerry Seinfeld
"Who said the quote: 'Because, Vanessa probably told Pamela, and Pamela probably told Elaine.'?",Jerry Seinfeld
Who said the quote: 'Yes. Yes I am! (to Helen) What else did she say on the phone?'?,Jerry Seinfeld
"Who said the quote: 'Yeah, but what was the tone in her voice? How did she sound?'?",Jerry Seinfeld
"Who said the quote: 'Yeah, but now Im nervous.'?",Jerry Seinfeld
Who said the quote: 'Quone?'?,Jerry Seinfeld
"Who said the quote: 'Quone? No, Im afraid that Im going to have to challenge that.'?",Jerry Seinfeld
"Who said the quote: 'No, you dont have to challenge that. Thats a word. Thats a definite word.'?",Cosmo Kramer
Who said the quote: 'I am challenging.'?,Jerry Seinfeld
Who said the quote: 'Quone. To quone something.'?,Cosmo Kramer
Who said the quote: 'Uh-huh.'?,Jerry Seinfeld
Who said the quote: 'No good. Sorry. There it is. Get it off.'?,Jerry Seinfeld
"Who said the quote: 'Nah, we need a medical dictionary! If a patient gets difficult, you quone him.'?",Cosmo Kramer
Who said the quote: 'You must have quite a time down there.'?,Jerry Seinfeld
"Who said the quote: 'Oh, Im sorry. Im just waiting for someone.'?",Jerry Seinfeld
"Who said the quote: 'Yeah, yeah...'?",Jerry Seinfeld
"Who said the quote: 'Yeah, Uncle Mac, you mentioned it.'?",Jerry Seinfeld
Who said the quote: 'Thats perfect.'?,Jerry Seinfeld
Who said the quote: 'Could you excuse me one second? Im sorry.'?,Jerry Seinfeld
"Who said the quote: 'How do you do? (introducing himself) Uh, Jerry Seinfeld.'?",Jerry Seinfeld
"Who said the quote: 'Oh, how do you do? Elaine Benes.'?",Elaine Benes
"Who said the quote: 'Um, do you want to do this now, or do you want to wait until we get in the car?'?",Jerry Seinfeld
"Who said the quote: 'Oh no, lets do it now.'?",Elaine Benes
"Who said the quote: 'All right, the whole elevator business, let me just explain-'?",Jerry Seinfeld
Who said the quote: 'Okay.'?,Elaine Benes
"Who said the quote: 'No, Im gonna take my car.'?",Jerry Seinfeld
"Who said the quote: 'Anyway, you know why I didnt ask you, I mean I felt so uncomfortable, and you were so annoyed in the cab.'?",Jerry Seinfeld
"Who said the quote: 'Well, Jerry, I never saw you flirt with anyone before. It was quite the spectacle.'?",Elaine Benes
"Who said the quote: 'Oh, bye. Good to see you.'?",Elaine Benes
"Who said the quote: 'Oh, Im sorry. Elaine, this is my cousin, Artie Levine.'?",Jerry Seinfeld
"Who said the quote: '(sarcastically) Yeah, Levine. And Im Jerry Cougar Mellencamp. Anyway, I admit it was a fairly ridiculous thing to do, but I mean, I mean, obviously we have a little problem here.'?",Jerry Seinfeld
"Who said the quote: 'Yeah, obviously.'?",Elaine Benes
"Who said the quote: 'I mean, if were gonna be friends, we gotta be able to talk about other people.'?",Jerry Seinfeld
Who said the quote: 'Couldnt agree more.'?,Elaine Benes
Who said the quote: 'Good.'?,Jerry Seinfeld
Who said the quote: 'Good.'?,Elaine Benes
Who said the quote: 'Good.'?,Jerry Seinfeld
Who said the quote: 'Great!'?,Elaine Benes
Who said the quote: 'Great? Where do you get great?'?,Jerry Seinfeld
Who said the quote: 'Its great to... talk about... other people...'?,Elaine Benes
Who said the quote: '...Guys?'?,Jerry Seinfeld
Who said the quote: 'Yeah.'?,Elaine Benes
"Who said the quote: 'Uh-huh. Yeah. So, anybody specific?'?",Jerry Seinfeld
Who said the quote: 'No. A general guy.'?,Elaine Benes
Who said the quote: 'Oh really? Elaine Marie Benes...'?,Jerry Seinfeld
"Who said the quote: 'What? No, its not a big deal.'?",Elaine Benes
"Who said the quote: 'No, thats great! Thats terrific!'?",Jerry Seinfeld
"Who said the quote: 'No, we just met...'?",Elaine Benes
Who said the quote: 'Doesnt matter. Whats the young mans name? I would like to meet him.'?,Jerry Seinfeld
"Who said the quote: 'Hmmm, I dont think so.'?",Elaine Benes
"Who said the quote: 'Well, what does he do? Is he an artisan, a craftsman, a labourer of some sort?'?",Jerry Seinfeld
Who said the quote: 'Wall street.'?,Elaine Benes
"Who said the quote: 'Ah, high finance. Bulls, Bears, people from Conneticut.'?",Jerry Seinfeld
Who said the quote: 'And he happens to be pretty good lookin.'?,Elaine Benes
"Who said the quote: '(pause) All right, sir.'?",Jerry Seinfeld
Who said the quote: 'And... hes hilarious.'?,Elaine Benes
Who said the quote: 'Now thats not fair! So where did you meet this guy?'?,Jerry Seinfeld
Who said the quote: 'I staked out his health club.'?,Elaine Benes
"Who said the quote: 'Uh huh. When youre on a stakeout, do you find its better to stand up against the wall, or kinda crouch down behind a big plant?'?",Jerry Seinfeld
"Who said the quote: 'Yknow I think that even if youve had a relationship with someone, or lets say, especially if youve had a relationship with someone and you try to become friends afterwards, its very difficult. Isnt this? Its hard. Because, you know each other so well, you know all of each others tricks. Its like two magicians, trying to entertain each other. The one goes, Look, a rabbit. The other goes, So? I believe this is your card. Look, why dont we just saw each other in half and call it a night, okay?'?",Jerry Seinfeld
"Who said the quote: 'So I move into the centre lane, now I get ahead of this women, who felt for some reason I guess, that she thought that I cut her off. So, she pulls up along side of me, gives me the finger. It seems like such an arbitrary, ridiculous thing to just pick a finger and you show it to the person. Its a finger, what does it mean? Someone shows me one of their fingers and Im supposed to feel bad. Is that the way its supposed to work? I mean, you could just give someone the toe, really, couldnt you? I would feel worse if I got the toe, than if I got the finger. Cause its not easy to give someone the toe, youve gotta get the shoe off, the sock off and drive, get it up and... (Jerry pretends to drive with one foot in the air, giving the toe.) Look at that toe, buddy. (He puts his foot down.) I mean, thats really insulting to get the toe, isnt it?'?",Jerry Seinfeld
